# https://data.ripple.com/ and whois results
# Ripple Nodes
IP Address|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name|Publice Key
163.172.9.124|rippled-1.7.3|12876|163.172.0.0/16|GB|ripencc|1992-02-14|Online SAS, FR|n9KZG5vWZEhQWYLNMxTLspZLHKE8G2kNhPDXvAKFGRZRAw52reoq
164.92.253.206|rippled-1.7.3|14061|164.92.240.0/20|US|arin|2020-05-04|DIGITALOCEAN-ASN, US|n9MhPfQm5YoMYDc1DxUQyXXYYMBTQVRT24NARfGngX1tAAFaky82
165.22.52.214|rippled-1.7.3|14061|165.22.48.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US|n9KLKF1eFVbShiDTdVidZKRqPUiuAJYeLQq4ibVuMxUdcFAz4oSE
165.227.148.221|rippled-1.7.3|14061|165.227.144.0/20|US|arin|2016-10-06|DIGITALOCEAN-ASN, US|n9JqpXR5HUu48nmZowhNbuAWm7qiNtRHkr1zt1Stx95Y7q6Rs6gy
167.71.54.165|rippled-1.7.3|14061|167.71.48.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US|n94KkEPWsKmGvGp2Mca6T5BxFBXzXypiPTi2AZUzECHb439zwzgf
167.86.118.253|rippled-1.3.1|51167|167.86.118.0/23|DE|ripencc|1993-05-14|CONTABO, DE|n9Jv482Mb5FUT1SwtR7Zpj5BpACUQc5kQKAad19hD6dVSp4HxMLb
167.86.120.68|rippled-1.7.3|51167|167.86.120.0/23|DE|ripencc|1993-05-14|CONTABO, DE|n9LcTYwV6ewWcAMiqvfz9LsG8spDAkQAYzgKTAbygdTW9cs3NGPf
167.99.41.220|rippled-1.8.0-b3|14061|167.99.32.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US|n94r8BKBWZAc9YoXf45dF8J17hxTJuuKFNCh1cjxXhMQh9utbuFG
168.119.80.234|rippled-1.8.1|24940|168.119.0.0/16|DE|ripencc|1994-04-05|HETZNER-AS, DE|n9LfVWU1rJme5aN22GkR5kPSHJDsN3c3eBuqjbhKNSGfGSLCpcLH
169.44.60.105|rippled-1.7.3|36351|169.44.0.0/17|US|ripencc|1993-09-01|SOFTLAYER, US|n9KDJqdL5pebR35tkE4pRuZ7MhTvQGid8YqwjJajwrZUN5fEDxsZ
169.51.57.166|rippled-1.0.0|36351|169.51.32.0/19|US|ripencc|1993-09-01|SOFTLAYER, US|n94Dc9pohyNHrUShN4toRR5U2vHApWVcd1evybouxFj7jgfFvbS1
169.54.137.7|rippled-1.8.1|36351|169.54.128.0/19|US|ripencc|1993-09-01|SOFTLAYER, US|n943xAS3JgivFhoXgKK5ifU8aR9am2FTdgoct3W3WkivXaBDuEX8
169.54.2.154|rippled-1.7.3|36351|169.54.0.0/18|US|ripencc|1993-09-01|SOFTLAYER, US|n9Kr6UDJAd2yUn9J6bXWpRvQcKRPAEVpeV33NJVBcaDSDVt2eho2
169.55.164.20|rippled-1.7.3|36351|169.55.128.0/18|US|ripencc|1993-09-01|SOFTLAYER, US|n94MrqsKc3BWdX2n5bGYy47HTT4egXhAcMrBMRoW6vUg7o7egABj
169.55.164.21|rippled-1.8.1|36351|169.55.128.0/18|US|ripencc|1993-09-01|SOFTLAYER, US|n9MJdNfKuVeJYaNnY8hksJk8xSZJ5dVLazqRGpmMWWxApYLGyZzN
169.55.164.25|rippled-1.8.1|36351|169.55.128.0/18|US|ripencc|1993-09-01|SOFTLAYER, US|n9MVtD55afcuW1Ry9UF72LpNcdogDQug4RxjJ4EXn1watCo7WiAE
169.55.164.28|rippled-1.8.1|36351|169.55.128.0/18|US|ripencc|1993-09-01|SOFTLAYER, US|n9MCKWrTBfw3gpKp9vcYPY94ZYpvfhdyfjwq4JZcSqELAiD8uTx4
169.55.164.29|rippled-1.8.1|36351|169.55.128.0/18|US|ripencc|1993-09-01|SOFTLAYER, US|n9LcY8cr1Bxnt59oiomLsftPfrcWtSe2UARrjcYG95gNcNLwAhKf
171.25.221.209|rippled-1.7.0|57707|171.25.220.0/23|CZ|ripencc|2012-01-18|GREENDATA, CZ|n9LZaBiYtGRqB3WbuD7J9HA9Ft89ZWMaXnBodFyXbNLTB2Ui6tYu
172.105.127.105|rippled-1.7.3|63949|172.105.112.0/20|US|arin|2015-06-19|LINODE-AP Linode, LLC, US|n9MEXKh4W4mAEh6awd4C2VdK9dJVZcdwgSxQEJZ8jq5gHpzWRExD
172.72.68.153|rippled-1.6.0|11426|172.72.0.0/14|US|arin|2015-04-06|TWC-11426-CAROLINAS, US|n9MR6TxNJS4qyjXp9aCT1ERmmoESJsqqiWwuXwLYQJexPMmtFmty
173.214.168.39|rippled-1.8.1|19318|173.214.160.0/20|US|arin|2011-03-23|IS-AS-1, US|n9M9J9C4CZa7NLCGQsKRSCtqWPoecxQoqZR5Q8x3byEniWo3TRSk
173.231.10.130|rippled-1.6.0|18450|173.231.10.0/23|US|arin|2010-03-19|WEBNX, US|n9Lkjy957g1pJvfRnN5HPbbaEQudr4UoR33853T9LpEo7xUGqt3e
175.115.54.7
175.125.95.21|rippled-1.8.1|9318|175.120.0.0/13|KR|apnic|2009-12-17|SKB-AS SK Broadband Co Ltd, KR|n9JzvzCPkYp7we9nuVNqfgqKoRp22Ehg6bsNU3fWs7YoVdyXnUkV
175.125.95.22|rippled-1.8.1|9318|175.120.0.0/13|KR|apnic|2009-12-17|SKB-AS SK Broadband Co Ltd, KR|n9Lq9RJ36B6duagWbhJpoxoYZie7R6fLsio6xt6Q27jmS8MwWZMH
176.114.6.135|rippled-1.7.3|56485|176.114.4.0/22|UA|ripencc|2012-04-10|THEHOST-AS, UA|n9Mi8pfxAg6JbUXaaeJ91bPFH3AtvLyydJkh4A8LREiF6QAzeFSX
176.222.33.146|rippled-1.7.3|34594|176.222.32.0/20|HR|ripencc|2011-11-29|OT-AS, HR|n9K7cmk1LRenX6tVzpEP6xLvdncHNGtJHB4uTazVhamfk7oq4Jwk
176.9.140.115|rippled-1.7.3|24940|176.9.0.0/16|DE|ripencc|2011-05-17|HETZNER-AS, DE|n9Kr6RJ9h4f5xSsEQDGJcDxpXauxQB3qwqqdbbM5cDfn4U4D8k7M
178.128.156.48|rippled-1.7.3|14061|178.128.144.0/20|US|ripencc|2010-03-03|DIGITALOCEAN-ASN, US|n9Kybf9UDZ2KYifShyf5VHjKatCdA9j8vNWANVXuqpbyBANaPB3S
178.162.218.42|rippled-1.6.0|28753|178.162.192.0/18|DE|ripencc|2010-02-05|LEASEWEB-DE-FRA-10, DE|n9LeDc6r3ApnXbM7Xgb71JPPuqoRiTmBeaeokihP532AqYbFRoPo
178.32.92.94|rippled-1.8.1|16276|178.32.0.0/15|FR|ripencc|2010-01-19|OVH, FR|n9MUMgd9BscXt9TR24PEX3gPNAKhbbwdx9KTr1Txxc1dsnWgXJAb
178.63.51.90|rippled-1.8.0-b3|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE|n9LZ7AYqBSHE8jTxdK1Erh7Mw62iF5Nw5VhtSF4f717pubAVEN4J
18.116.246.151|rippled-1.7.3|16509|18.116.0.0/14|US|arin|2019-10-07|AMAZON-02, US|n9KBfdegULfw8778nzd9jQmwb51cHxEmWbnwvDJjxbTmqNrgY7jj
18.134.10.50|rippled-1.7.0|16509|18.132.0.0/14|US|arin|2019-10-07|AMAZON-02, US|n9MmUwuw5sKYYg8E6SjHsAcmumLXwZHS8YWKxGZGu9xZ3LUsGxP3
18.135.57.50|rippled-1.7.2|16509|18.132.0.0/14|US|arin|2019-10-07|AMAZON-02, US|n9KHWH3D3zUv7FhxtHL41KgE4Ukpf8Q6afYtXz2hq4F5kZ8rkwiL
18.136.176.127|rippled-1.7.3|16509|18.136.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9JvbQdxZE5TXxxiRoQL6Y2ptXCY5yZQ4HD6oZKXHQXdFtJdWhYo
18.136.90.255|rippled-1.1.0|16509|18.136.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9LLN494u1jsmRiv3XFxxMxV2gV187e14HnP4Fo2D5UVrTdd1iFP
18.139.158.184|rippled-1.7.3|16509|18.138.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9Mjji3fSgkTpt6hffxxbUMxBLDY8nH3hMRmhApjCYxrCsZ4nui3
18.139.178.210|rippled-1.7.2|16509|18.138.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9LqL3HPe6hFZwoyJup6rVvqjUX7zCCf7fn5SGvCrHdvNiPQTMFC
18.140.114.242|rippled-1.7.3|16509|18.140.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9KRvt4tbemicyfocwY2tLBmau3us4AaKgR6cxwpx3Dfg5BuU5jX
18.140.194.35|rippled-1.7.3|16509|18.140.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n94LRZcnB4RRty5uBFRBhME4udQvzp36VKVk6CjeTqFbFGwwGRyP
18.140.27.105|rippled-1.7.3|16509|18.140.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9JczsfFsT867nz7HojtqnvhkDCizvpHfPFnvEaYLe4YJ5J9DDvC
18.162.43.222|rippled-1.7.3|16509|18.162.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9JuMhDWu2HTzFHjLStLAByt5P7NAvx751vwPeyxQUDbdZvHmwYW
18.162.97.133|rippled-1.7.3|16509|18.162.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9MPMzA4UCU4k4MqwNHABJofrqJCE6CbQQUjmxY9bv989XfaPgW8
18.166.90.242|rippled-1.7.3|16509|18.166.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n94skCxY1tA1gbJsKhvibXc9QZ7wXQBv4avGAs33L32L7zJq2RCv
18.167.41.93|rippled-1.7.3|16509|18.166.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9LgyvejQZgJTQuzy4V1ZrDyXUbkHWVGZ5DsVVv3TESZ6d998XWP
18.176.252.204|rippled-1.8.0-rc1|16509|18.176.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9LKF3hKppKXMcdSjNzCKjz7iETcRXtqbR3SGDKUH3wx1c3obPtV
18.177.113.222|rippled-1.7.3|16509|18.176.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9KcqJPrMm8nLsRiiyj9QaiSeoc9rVwna8xaA3PzznrXJiGzKWL9
18.177.13.172|rippled-1.7.3|16509|18.176.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9LbqkJuHwWv6UPuYAywoq9ZQki1rysa6dzei6zAThWbM9Rb8Egp
18.177.145.84|rippled-1.7.3|16509|18.176.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9M5GQrwnzvSNpwwVXWstswe6oY9eMmyqyukinkszTo6RXsH5gyx
18.179.203.17|rippled-1.7.3|16509|18.179.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9LrCH5X7Z5febTuQSbw5wSQZGTt3j7Cv9mFBCT18mBo6AwS1d1s
18.179.42.98|rippled-1.8.1|16509|18.179.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9LZCfq94UuiNFD7L7Sbkhffj35unHfkeUbFHu5WQrJ5sx2vB7Dv
18.180.172.210|rippled-1.7.3|16509|18.180.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9LSFj1u2ZckaJRutdhTre6X7rbA7RBfYTLnByeA3WpYtgiL3hcF
18.181.71.142|rippled-1.7.3|16509|18.180.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9KQR94tofgYAn2oJtG7ckYCFZqohmk1mH4p1i6iLhpyxUsiNmvX
18.182.126.183|rippled-1.7.3|16509|18.182.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9Kq2ToHCnJCpvAUS2x66pRkxxuzvYeMP5hPj74m1cjNMqereuCE
18.182.213.98|rippled-1.7.3|16509|18.182.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9MsA5G286KM35aumeVAwRh6DiK4PjZojkuXUMrhDE274fyfkKmA
18.182.73.58|rippled-1.7.3|16509|18.182.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9M7xpkzJ1KGqZZyda2MpdBi6kijwCXcBPpYrwZw3dT7n81ZP6D2
18.183.109.77|rippled-1.7.3|16509|18.183.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9MFtqrQtJV8eb6R1KiCjKNQoZXfWdwfSAaEkCtPndeUwE4rkMku
18.183.110.113|rippled-1.7.3|16509|18.183.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9J2x2xcuqTmqqF8ZmjKZDWZoTpruq9hTDV3x8Ts8qAnZNokzV4H
18.183.202.213|rippled-1.7.3|16509|18.183.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9M7yNWNU6XpM62qfETkaEN9uzjfEz9ezhLdwdiYSn9kA5ht3jG6
18.183.32.63|rippled-1.8.1|16509|18.183.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9MzvDGea1VqXe4jth6RNYoAzcdETnbS34ARYS8ULiDDDzoiEBwH
18.184.115.123|rippled-1.8.1|16509|18.184.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9KtbKtkULaP5Pch3QGCo7MZEXTtyCJZmfhNJKRUzgMwqN9TN2Gd
18.184.151.186|rippled-1.7.3|16509|18.184.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9L5c28h2K69yqAwvBNszSsrBbpxSkZsiknsGcA62LyDT2ofAegi
18.185.123.61|rippled-1.7.3|16509|18.184.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9KDHMzEsYXLc9KEuCtRrPH85iLNyMW6qwUnuQYGYcMMtUraPWqK
18.189.190.223|rippled-1.7.3|16509|18.189.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9MJG9btAfLHFGbCEU7ZJe6cT1Sc3VsCEZP8d3GQkqSscDjwW5am
18.190.111.139|rippled-1.7.3|16509|18.190.0.0/16|US|arin|2019-10-07|AMAZON-02, US|n9KCRj8eXYassEN2UAkoVPmDemoJkNepTfrCFQUhtR9BXArxWZv1
18.192.125.190|rippled-1.7.3|16509|18.192.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9M37D1JHQaXmLfBADg1EBkrTH9fAXZwnd8ZHgUSSKgHikQk3qiu
18.192.179.195|rippled-1.7.3|16509|18.192.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9L9de2KkWGccg2UXiptjWv7MZkdi7EowoM2uDSmnuzMnGQY4f1v
18.192.21.77|rippled-1.7.3|16509|18.192.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9LvSYfXWwhVS4o3jyRoCKJPZg1fx2CBoWb4RMmgP3cDhvJTT4bK
18.193.3.212
18.193.90.149|rippled-1.7.3|16509|18.192.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9LenAtevw13d6YHu8ryit2VKND2YNqSwSbQpN2gMqES51jWCDWa
18.195.100.133|rippled-1.7.3|16509|18.194.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9JgQmrXvS8YDpYVJW3TM7P5LkMXBqRE4BT6sy8jma3h5A5CHjGU
18.195.169.174|rippled-1.8.1|16509|18.194.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9MYbtheBPjWBrj72n52bAivC2mb21FbxLMi1NYQKwpbghBoUKjS
18.195.211.217|rippled-1.7.2|16509|18.194.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9KznhFU2PYTX4Z2b6x9ZcLmFoyoerB1dbeNDSEDYigFHjGGujBs
18.198.131.106|rippled-1.8.1|16509|18.198.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n94RZwjWPVFxePg3iZKaVH1SnPnc4GyYJaMKmnbR8cT1hTFCoYPG
18.215.16.251
18.222.87.72|rippled-1.7.3|16509|18.220.0.0/14|US|arin|2019-10-07|AMAZON-02, US|n9Lzqn5hbhd6Ab4DyzFYknJyLGY5aKhj3fhxZeoLHHA9BSRyrZqV
18.224.47.93|rippled-1.8.1|16509|18.224.0.0/14|US|arin|2019-10-07|AMAZON-02, US|n9JjSkftsrNdL8xMyfEMxiubhx7tjURDdoZ9STFuyURuMxDGYK1k
18.236.173.229|rippled-1.8.0-rc1|16509|18.236.0.0/15|US|arin|2019-10-07|AMAZON-02, US|n9MjHSCPfHfJt5ijBHEATjJUauvD1GEZQ4RwHCZFZdm69dsPuSNR
182.160.9.244|rippled-1.8.1|136907|182.160.0.0/20|SG|apnic|2010-03-31|HWCLOUDS-AS-AP HUAWEI CLOUDS, HK|n9KPg1kgg1GJrw2JjrFNqo3YrwADiEB5eaxHdXi3muTyyLRkcdsA
183.111.204.18|rippled-1.7.3|4766|183.104.0.0/13|KR|apnic|2009-11-04|KIXS-AS-KR Korea Telecom, KR|n9Jjd8zz9cBWavaSthEESWkVhbQJJrNYVbe2wx4Z9FwdbdLPDvyE
184.72.137.59|rippled-1.8.1|14618|184.72.128.0/17|US|arin|2010-01-26|AMAZON-AES, US|n94KWZ9yJNJhaSqnn1S4K7Kna7ciaVBpjrqgHHyBM6g6NfgRAXT5
185.117.74.19|rippled-1.7.3|60117|185.117.74.0/24|AE|ripencc|2015-09-14|HS, AE|n94RPins9F2psBBySuy4x25mz8PdUKZhshqxoU83bidnAxdn4Y67
185.122.244.159|rippled-1.5.0|39498|185.122.244.0/24|JE|ripencc|2017-12-06|EISCO, JE|n94aLvHaWPbvqoT8zDo6dQVazKN75aQqiQ61uEZqFuysnwM3FvTA
185.237.253.138|rippled-1.8.1|51167|185.237.252.0/23|DE|ripencc|2017-12-20|CONTABO, DE|n9Mk3Zq6ve4ASfqoyqGycLuaUP3Wfumsir9A3LghgBtkB34ywhjT
188.165.213.18|rippled-1.7.3|16276|188.165.0.0/16|FR|ripencc|2009-06-05|OVH, FR|n9KDwW5ZKbJhNhP6A1BJDmeny4FW1EAH88Z1r7gAzTEnJQj24Fbt
188.166.181.210|rippled-1.7.3|14061|188.166.176.0/20|US|ripencc|2009-06-05|DIGITALOCEAN-ASN, US|n9LK2fj8ezAePuqcoDtzmiKYyQo4vTFmCkhK9SanYUieeEuhY8vx
188.34.132.30|rippled-1.7.3|24940|188.34.128.0/17|DE|ripencc|2009-03-19|HETZNER-AS, DE|n9MWHSNvUPnsrQt9t3ATtZcN7aE37YrhLxYf9KaV1QGFRigWgEEg
188.34.187.245|rippled-1.7.3|24940|188.34.128.0/17|DE|ripencc|2009-03-19|HETZNER-AS, DE|n9LrSWNwNmHYPWyw63Xx1K5a9bqNc4WyZiuGtEXW7rJQ4DLqP6ap
188.34.194.76|rippled-1.7.3|24940|188.34.128.0/17|DE|ripencc|2009-03-19|HETZNER-AS, DE|n9LkWiBE9DvR3L7SYxZwEyqUj4FjeeFJxdTMUmdtZexWzdteC3Aw
188.42.24.164|rippled-1.7.0|7979|188.42.24.0/24|LU|ripencc|2009-04-27|SERVERS-COM, US|n9MKvS6CR2UT3arzvFHS5JmbWE8QCG9d7nx1v7Ugd6BYUwhB9EJA
192.187.123.250|rippled-1.7.3|33387|192.187.96.0/19|US|arin|2013-05-01|NOCIX, US|n9KFwsUGBUGGDRawR9iBY2kTnCpDbGpygt81DrDCi9JgyhJFY4s2
192.99.46.156|rippled-1.5.0|16276|192.99.0.0/16|CA|arin|2013-06-17|OVH, FR|n9KCGX9oWs49iu63suWXKxCmdErXWAEXrn8sUx3fLwaPJcJBtey7
194.124.156.44|rippled-1.8.1|51934|194.124.156.0/23|CH|ripencc|1993-09-01|SIAG-AS, CH|n9KjxEvLFttHKH56nrhWvUk9dMMvoD45Y1bAE62mT95EL6ELkq5w
194.163.167.227|rippled-1.7.3|51167|194.163.128.0/18|DE|ripencc|1995-05-16|CONTABO, DE|n9KLEzoSs2VMmAQGGVh85sCjbDpb3vi9oLLGxBycwa6eecRiDQcG
194.182.164.108|rippled-1.7.3|61098|194.182.164.0/22|CH|ripencc|1996-02-14|EXOSCALE, CH|n9K6qL3DbKbZS6WoUrvL43eaKbTppE9mRYCDrzeQDg9AnrxreWfi
194.35.86.10|rippled-1.7.3|202442|194.35.84.0/22|SI|ripencc|2018-05-15|REALSEC, SI|n9KeEyRXwQtpuQ18wsPdt8oxwVMGaBYATa4Eazrpq64bjo4ZXb6R
195.201.109.81|rippled-1.7.2|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE|n9Li44DJtDUJNsdgyWisM7jkd46jAgTLVUmzLfAEWbeqbAXCPy8x
195.201.203.189|rippled-1.7.3|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE|n9MYvhD1JPr3q6Kjw81bNyJVr3i7xV2pRc7t6dRjjw1X8RewAVFb
195.201.208.12|rippled-1.7.3|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE|n9MToK4Bmv1bzVJavdtLAGKFkCDHSTHwYY1HLdHBg249sCx8CXpZ
195.201.208.48|rippled-1.7.3|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE|n9MiGM7dwch5LPfnR4gPM7RC6FA1gWyhHTZ74hn8ziFrDDW3u6sZ
195.201.37.241|rippled-1.8.1|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE|n9LP9vhA3toLJPNSr1Dg8Buy42mptAh1aAMvaGSa13RzMtCfYuTY
195.201.61.31|rippled-1.8.1|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE|n9LcnqBzoJJPHWG3Vq9fnaEBfyx6bL4zckecdVs2oneV2fgGJubm
195.201.91.84
197.245.32.80|rippled-1.6.0|11845|197.245.0.0/16|ZA|afrinic|2011-08-17|Vox-Telecom, ZA|n9KzYeToQPkmnjRCbqm9EcVcV4sfxJmCGwK5nypWcWrocBT7yoay
197.80.61.20|rippled-1.8.1|10474|197.80.0.0/13|ZA|afrinic|2015-12-09|OPTINET, ZA|n9M3xDLbzkewanXnpj3SuHZTBcjgtMJjZjdCdFdNRN35ApLzaBzU
198.11.206.11|rippled-1.7.3|36351|198.11.192.0/20|US|arin|2013-04-23|SOFTLAYER, US|n9LmfbMtpCuHfeJmNR5GRvQhDNJEmQAJb8fab9qXjwn7tWsT2ohZ
198.11.206.26|rippled-1.8.1|36351|198.11.192.0/20|US|arin|2013-04-23|SOFTLAYER, US|n9LUhxVfXMssQKuEjynx1Wi96sEDizUkBbeHPhvXbNK181tuzFwh
198.11.206.6|rippled-1.8.1|36351|198.11.192.0/20|US|arin|2013-04-23|SOFTLAYER, US|n9Jcr8SR2YcnRMcbiWaBty8GXxjkW1VWXd9fKn2QRY2g78PL1WaL
199.184.215.96|rippled-1.7.2|63018|199.184.215.0/24|US|arin|1994-04-18|DEDICATED, US|n9KxBEkmY63zrZ71j9P2JxnzUB9aKgC5EE1aDM3T7ahbjDaU9NqP
20.108.181.13|rippled-1.7.3|8075|20.64.0.0/10|US|arin|2017-10-18|MICROSOFT-CORP-MSN-AS-BLOCK, US|n94Eb9axRTxs9FggKSpQ9a4LtMsHxYKo9iVzQFYAbgW4i1nicNyp
20.123.16.106|rippled-1.7.3|8075|20.64.0.0/10|US|arin|2017-10-18|MICROSOFT-CORP-MSN-AS-BLOCK, US|n9LFuCTXezD5nWDKVm7b1XcUQvzwgEecgmtbYbDnp8pvcWBED5cn
20.76.80.168|rippled-1.7.3|8075|20.64.0.0/10|US|arin|2017-10-18|MICROSOFT-CORP-MSN-AS-BLOCK, US|n9Lby68GXKSmmX9XFEX7po6GNwtYhg4qJvrqGYgZvaQekh1Fum8g
20.76.80.25|rippled-1.7.3|8075|20.64.0.0/10|US|arin|2017-10-18|MICROSOFT-CORP-MSN-AS-BLOCK, US|n9Lw2cPnTrzxhgQvyk89MXyfy2AUdTZG9eBhi6EJFrW2kzGHbFqE
20.89.116.60|rippled-1.8.1|8075|20.64.0.0/10|US|arin|2017-10-18|MICROSOFT-CORP-MSN-AS-BLOCK, US|n9KnmdJd4TNeNVunkJYBVdET835Sw7p6WVKoAUMUgbFKhx2Ln4AR
20.94.52.64|rippled-1.7.3|8075|20.64.0.0/10|US|arin|2017-10-18|MICROSOFT-CORP-MSN-AS-BLOCK, US|n9KtNYViXf9Un1d4ifzreryQBy8kYhT4Uy4YaSwbkHp8sC7kfGLb
2001:41d0:704:9100::|rippled-1.8.1|16276|2001:41d0::/32|FR|ripencc|2004-11-15|OVH, FR|n9MGPKCJ8Ls8qAfPWDefiuVVV1stMh5qhC5kcyP63yu6qwvcjUtr
202.190.39.54|rippled-1.8.1|9930|202.190.0.0/16|MY|apnic|1995-05-18|TTNET-MY TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Alam Selangor, Malaysia, MY|n9MV31jzBsP8GpQNA39Po8upMHBf4Cc1GdF5AC3cWaBucSuWjHdy
202.32.183.77|rippled-1.7.3|2497|202.32.0.0/16|JP|apnic|1993-11-16|IIJ Internet Initiative Japan Inc., JP|n9KArRyaHG3aLMEQR5uz5ATi6BzcqnTWVQ2XfnDHRSsAoeYHBxGV
202.32.183.78|rippled-1.7.3|2497|202.32.0.0/16|JP|apnic|1993-11-16|IIJ Internet Initiative Japan Inc., JP|n9Kr19iRbjDQkLTP53nFBa87MrSYMz4rZcpJFCnzXY7HsFhUQ6ud
203.86.202.165|rippled-1.8.1|23655|203.86.200.0/21|NZ|apnic|2004-11-16|TWODEGREES-NZ-AS 2degrees Networks Limited, NZ|n9KRBoBFn3p28KzUsCnE9N9HqsamyzzgVUraQLkoLxdxFeXAoYci
206.81.29.171|rippled-1.7.3|14061|206.81.16.0/20|US|arin|1995-08-11|DIGITALOCEAN-ASN, US|n94DBsiU4JjVnjV7qvYPZ6XBjdAT62V1nKqyohDkABpriwQBaXPV
207.154.235.212|rippled-1.7.3|14061|207.154.224.0/20|US|arin|2016-04-12|DIGITALOCEAN-ASN, US|n9LvwC2UJpWQiHwjmBk7Jh2m6c3V2RLeaiEkU78aCmGAVTwFQCvB
207.246.122.155|rippled-1.8.1|20473|207.246.120.0/21|US|arin|2017-10-13|AS-CHOOPA, US|n9M8iqZrqQH186Mf7cHosHzE8ttztcitsJk8yo1MKopP21rLXJNh
209.133.215.186|rippled-1.7.3|29802|209.133.208.0/21|US|arin|2015-03-30|HVC-AS, US|n9LyaCP1cREg2bZ1LNCKTse4rrurUbhwkVomB7GDwgWweEJLLMdp
209.145.55.133|rippled-1.7.3|40021|209.145.48.0/20|US|arin|2021-08-26|CONTABO, US|n94QMJLhrGJv5Ux3NvazXm8XEeQZxVZD1VuE5mPKC1WBHnWhoWzr
209.159.147.79|rippled-1.7.3|19318|209.159.144.0/20|US|arin|2009-12-07|IS-AS-1, US|n9KXKbggxSZnPmtQpuMqE3JpBnc67VXSXpCazfugYxyqhLdibjVG
209.195.2.50|rippled-1.8.1|6597|209.195.0.0/18|US|arin|1998-01-08|CBDC-6597, US|n9Mh83gUuY4hBXVD9geWHsyVwz5h32rjauLWQCZJVTEbCb5TYs21
210.180.64.165|rippled-1.6.0|4766|210.180.64.0/19|KR|apnic|1998-11-24|KIXS-AS-KR Korea Telecom, KR|n9MiVriGLCXv7pteYe3YXXEKqcXYN8mAsr4LgVKeEYTVk3DFntrm
210.248.166.255|rippled-1.7.3|4713|210.248.0.0/16|JP|apnic|1999-02-09|OCN NTT Communications Corporation, JP|n94sQVphbyMi2jf335kXtCRwaPAu3rX2325ANX6nhjANwpcCAWPc
211.114.32.154|rippled-1.7.0|4766|211.114.0.0/16|KR|apnic|2000-04-14|KIXS-AS-KR Korea Telecom, KR|n9KpgPdWinMNPvGdhXkSFt8fPqLx8vReYyGxortowdfFnZbYbWNV
