# https://explorer.zel.cash/ and whois results
# Zel
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name|Payment Address|Publice Key
144.91.127.43||||||||
144.91.64.97||||||||
144.91.65.208||||||||
144.91.65.209||||||||
144.91.65.29||||||||
144.91.65.69||||||||
144.91.66.23||||||||
144.91.66.77||||||||
144.91.66.78||||||||
144.91.67.173||||||||
144.91.68.112||||||||
144.91.70.164|51167|144.91.70.0/23|DE|ripencc|1990-11-20|CONTABO, DE|t1JGQihJRMUpEzx29PJ3hZwLnir6pi22jmq|048815baa93afd57548a9f41de8c95517930f65d2f77267047e86aebf5cc65f63167aa28a98ab698f0c50d20be339938bd8299a1a67f53521813dc2de47bfe30d1
144.91.71.206||||||||
144.91.71.80||||||||
144.91.72.134||||||||
144.91.72.71||||||||
144.91.72.78||||||||
144.91.73.198||||||||
144.91.76.192||||||||
144.91.77.209||||||||
144.91.78.115||||||||
144.91.78.223||||||||
144.91.78.255||||||||
144.91.78.9||||||||
144.91.79.167||||||||
144.91.81.227||||||||
144.91.82.5||||||||
144.91.83.157||||||||
144.91.83.55||||||||
144.91.84.230||||||||
144.91.86.88||||||||
144.91.87.50||||||||
144.91.87.71||||||||
144.91.88.0||||||||
144.91.88.130||||||||
144.91.90.73||||||||
144.91.92.148|51167|144.91.92.0/23|DE|ripencc|1990-11-20|CONTABO, DE|t1bobxo5iaRbQX1gQgoEubFVVJkgzrpMwG7|048f816c11e0062ceb5afdc7397c9a78692d865b14c7c6b868a1ad3e3013804dd75765d3beddd2e25c5d9d6d80a748c0602f033a3054ab50ac744b0457cfa4f3f6
144.91.92.219||||||||
144.91.92.252||||||||
144.91.92.5||||||||
144.91.93.125||||||||
144.91.93.148||||||||
144.91.94.29||||||||
144.91.95.149||||||||
144.91.95.237||||||||
144.91.98.69||||||||
144.91.98.96||||||||
146.115.149.136||||||||
146.255.194.226||||||||
146.255.194.227||||||||
146.255.194.228||||||||
146.255.194.229||||||||
146.255.194.230||||||||
146.59.196.211||||||||
146.59.230.0||||||||
146.71.76.170||||||||
147.135.95.120||||||||
147.135.95.121||||||||
147.135.95.122||||||||
147.182.199.182||||||||
147.182.249.110||||||||
148.251.43.182||||||||
148.251.8.9||||||||
148.72.144.148||||||||
149.248.15.167||||||||
149.248.17.7||||||||
149.248.52.252||||||||
149.248.62.129||||||||
149.248.63.126||||||||
149.255.39.23||||||||
149.255.39.59||||||||
149.28.112.149||||||||
149.28.182.62||||||||
149.28.8.18||||||||
149.56.115.253||||||||
149.56.142.190||||||||
151.197.19.215||||||||
151.80.155.92||||||||
152.44.33.61||||||||
152.44.37.130||||||||
152.44.38.168||||||||
154.53.32.100||||||||
154.53.32.134||||||||
154.53.32.231||||||||
154.53.32.30||||||||
154.53.33.102||||||||
154.53.33.214||||||||
154.53.34.162||||||||
154.53.35.146||||||||
154.53.36.36||||||||
154.53.37.64||||||||
154.53.40.209||||||||
154.53.42.249||||||||
154.53.42.65||||||||
154.53.42.70||||||||
154.53.43.5||||||||
154.53.44.81||||||||
154.53.48.244||||||||
154.53.49.160||||||||
154.53.49.184||||||||
154.53.50.135||||||||
154.53.51.118||||||||
154.53.53.213||||||||
154.53.56.104||||||||
154.53.56.105||||||||
154.53.56.106||||||||
154.53.56.107||||||||
154.53.56.110||||||||
154.53.56.210||||||||
154.53.56.34||||||||
154.53.57.11||||||||
154.53.58.33||||||||
154.53.58.38||||||||
155.138.139.253||||||||
155.138.143.230||||||||
155.138.149.53||||||||
155.138.150.138||||||||
155.138.154.193||||||||
155.138.157.44||||||||
155.138.213.199||||||||
155.138.224.107||||||||
155.138.230.168||||||||
155.138.239.214||||||||
155.138.240.217||||||||
156.146.201.9||||||||
157.90.146.164||||||||
157.90.146.169||||||||
157.90.221.137||||||||
157.90.221.138||||||||
157.90.221.139||||||||
157.90.221.140||||||||
157.90.229.188||||||||
157.90.242.75||||||||
157.90.246.101||||||||
157.90.248.175||||||||
157.90.248.29||||||||
157.90.249.174||||||||
157.90.249.198||||||||
158.140.144.78||||||||
159.203.25.39||||||||
159.203.91.152||||||||
159.223.150.233||||||||
159.223.96.249||||||||
159.235.116.165||||||||
159.65.27.89||||||||
159.65.92.176||||||||
161.35.54.51||||||||
161.97.101.161||||||||
161.97.101.200||||||||
161.97.102.13||||||||
161.97.102.204||||||||
161.97.102.205||||||||
161.97.102.54||||||||
161.97.102.55||||||||
161.97.102.87||||||||
161.97.103.213||||||||
161.97.103.214||||||||
161.97.103.78|51167|161.97.102.0/23|DE|ripencc|1992-06-23|CONTABO, DE|t1a8gxtggyHpieVPhhP2UJTmU7CQ13yGkWj|041e3c35078df14d1398fc66b865b1c08d90a766ebc9d9f28f4c4122145dbd921a71ac29c283aec9fb3e168a2f55685a22ae007f43f3d97722b6c1283dfcc09a20
161.97.104.139||||||||
161.97.104.210||||||||
161.97.105.71||||||||
161.97.106.5||||||||
161.97.107.237||||||||
161.97.110.171||||||||
161.97.110.180||||||||
161.97.111.130||||||||
161.97.111.227||||||||
161.97.114.201||||||||
161.97.114.241||||||||
161.97.114.242||||||||
161.97.116.14||||||||
161.97.116.230||||||||
161.97.116.44||||||||
161.97.118.82||||||||
161.97.123.29||||||||
161.97.124.100||||||||
161.97.124.102||||||||
161.97.124.103||||||||
161.97.124.141||||||||
161.97.128.215||||||||
161.97.128.232||||||||
161.97.129.147||||||||
161.97.129.6||||||||
161.97.130.106||||||||
161.97.130.85||||||||
161.97.133.161||||||||
161.97.134.122||||||||
161.97.134.154||||||||
161.97.134.194||||||||
161.97.135.244||||||||
161.97.137.24||||||||
161.97.141.28||||||||
161.97.144.166||||||||
161.97.145.122||||||||
161.97.145.233||||||||
161.97.145.25||||||||
161.97.145.37||||||||
161.97.146.95||||||||
161.97.147.155||||||||
161.97.149.227||||||||
161.97.150.227||||||||
161.97.150.49||||||||
161.97.151.84||||||||
161.97.152.21||||||||
161.97.153.110||||||||
161.97.153.192||||||||
161.97.154.69||||||||
161.97.154.71||||||||
161.97.156.19||||||||
161.97.161.22||||||||
161.97.162.210||||||||
161.97.163.107||||||||
161.97.163.115||||||||
161.97.163.117||||||||
161.97.163.63||||||||
161.97.163.93||||||||
161.97.164.232||||||||
161.97.164.83||||||||
161.97.165.7||||||||
161.97.166.68||||||||
161.97.167.87||||||||
161.97.169.212||||||||
161.97.169.8||||||||
161.97.170.229||||||||
161.97.171.229||||||||
161.97.172.24||||||||
161.97.173.152||||||||
161.97.173.238||||||||
161.97.174.59||||||||
161.97.177.81||||||||
161.97.180.171||||||||
161.97.180.172||||||||
161.97.180.173||||||||
161.97.181.27||||||||
161.97.183.19||||||||
161.97.67.70||||||||
161.97.73.1||||||||
161.97.74.58||||||||
161.97.75.211||||||||
161.97.76.131||||||||
161.97.76.132||||||||
161.97.76.82||||||||
161.97.77.152|51167|161.97.76.0/23|DE|ripencc|1992-06-23|CONTABO, DE|t1faiHE1AnJGuW9SErddrVCku7ESxY5NVZX|04d84de99a7fc8e32b1235d3df6fc66df9cef48c93519d3b5b622c851f75fd70887bf2dba3a16f627bc6347ca46d1b3cb2dffc1b497121d33493e68d661845ad45
161.97.77.162||||||||
161.97.77.58||||||||
161.97.80.0||||||||
161.97.80.172||||||||
161.97.80.237|51167|161.97.80.0/23|DE|ripencc|1992-06-23|CONTABO, DE|t1faiHE1AnJGuW9SErddrVCku7ESxY5NVZX|045fc246f3aad6be7ed7f40b9d1f314cf6557c9156945fa23cecbc5271c306f50ad5eba52420151478e871a3f71382bdfc294fe489280f7df84b9e60edd7c6efd4
161.97.81.185||||||||
161.97.81.24||||||||
161.97.82.186||||||||
161.97.84.232||||||||
161.97.85.103||||||||
161.97.85.110||||||||
161.97.87.34||||||||
161.97.87.56||||||||
161.97.89.224||||||||
161.97.90.182||||||||
161.97.90.183||||||||
161.97.92.106|51167|161.97.92.0/23|DE|ripencc|1992-06-23|CONTABO, DE|t1ehjq7Bp3Mfxyb9ZCTVbJE6ZqLhuE5CxTJ|04d39d61c16b3353acc617a5485a48f20dd58647157ac13f97970de537642c8005c4b1249caeda2f3121edfd6a2366424a40c7580b9c98a54a6a8307ec430c432a
161.97.92.118||||||||
161.97.92.120||||||||
161.97.92.122||||||||
161.97.92.173||||||||
161.97.92.94||||||||
161.97.92.97||||||||
161.97.94.227||||||||
161.97.96.119||||||||
161.97.97.102||||||||
161.97.97.14||||||||
161.97.97.77||||||||
161.97.99.231||||||||
161.97.99.236||||||||
161.97.99.59||||||||
161.97.99.60||||||||
161.97.99.66||||||||
161.97.99.69||||||||
161.97.99.76||||||||
162.212.152.110||||||||
162.212.152.119||||||||
162.212.152.134||||||||
162.212.152.142||||||||
162.212.152.151||||||||
162.212.152.161||||||||
162.212.152.164||||||||
162.212.152.253||||||||
162.212.152.254||||||||
162.212.153.118||||||||
162.212.153.170||||||||
162.212.153.175||||||||
162.212.153.196||||||||
162.212.153.207||||||||
162.212.153.219||||||||
162.212.153.237||||||||
162.212.153.251||||||||
162.212.153.252||||||||
162.212.153.53||||||||
162.212.153.69||||||||
162.212.154.159||||||||
162.212.154.168||||||||
162.212.156.147||||||||
162.212.158.129||||||||
162.212.158.22||||||||
162.212.158.36|11878|162.212.152.0/21|US|arin|2013-05-22|TZULO, US|t1VCeiHScaYfAyWXcoUw4oB4kzSXcdXvCuG|04f26dc8ecdb1bb861d295402316f8b8c19792a0a7be3707f791f973333ec32182b953173f3e44915859248e0102662844decd725e9e4cff099e0bed6e2be64714
162.212.158.40||||||||
162.227.122.111||||||||
162.55.161.238||||||||
162.55.49.30||||||||
162.55.61.141||||||||
162.55.71.241||||||||
164.68.100.97||||||||
164.68.102.103||||||||
164.68.102.245||||||||
164.68.105.156||||||||
164.68.105.180||||||||
164.68.106.123||||||||
164.68.106.171||||||||
164.68.106.42||||||||
164.68.107.7||||||||
164.68.108.244||||||||
164.68.109.49||||||||
164.68.110.190||||||||
164.68.111.235||||||||
164.68.112.202||||||||
164.68.114.76||||||||
164.68.117.23||||||||
164.68.119.241||||||||
164.68.120.91||||||||
164.68.121.210||||||||
164.68.121.228||||||||
164.68.121.49||||||||
164.68.122.129||||||||
164.68.122.130||||||||
164.68.122.35||||||||
164.68.123.180||||||||
164.68.123.42||||||||
164.68.123.43||||||||
164.68.127.117||||||||
164.68.127.159||||||||
164.68.127.210||||||||
164.68.127.228||||||||
164.68.127.33||||||||
164.68.127.62||||||||
164.68.97.207||||||||
164.68.97.226||||||||
164.68.98.165||||||||
164.68.98.211||||||||
164.68.98.41||||||||
164.68.98.61||||||||
165.232.92.158||||||||
167.172.159.136||||||||
167.179.72.97||||||||
167.86.100.130||||||||
167.86.101.60||||||||
167.86.102.122||||||||
167.86.102.199||||||||
167.86.103.219||||||||
167.86.105.152||||||||
167.86.105.81||||||||
167.86.106.144||||||||
167.86.107.21||||||||
167.86.111.147||||||||
167.86.111.192||||||||
167.86.111.7||||||||
167.86.112.198||||||||
167.86.112.96||||||||
167.86.113.53||||||||
167.86.114.42||||||||
167.86.115.172||||||||
167.86.116.49||||||||
167.86.116.93||||||||
167.86.118.24||||||||
167.86.121.153||||||||
167.86.121.188||||||||
167.86.121.223||||||||
167.86.121.80||||||||
167.86.122.63||||||||
167.86.123.195|51167|167.86.122.0/23|DE|ripencc|1993-05-14|CONTABO, DE|t1bEn86xyaLbsYhrKT9yhVei5pymcsJ6hN1|04a865720b5738e6f57a1ecce248200ea5c41b88b946ff8d70cedc4794ddab3711b3798171a2056c9fc663b993ca1dba7baba10c4cbf134380974a0ac3c5266180
167.86.124.180||||||||
167.86.125.165|51167|167.86.124.0/23|DE|ripencc|1993-05-14|CONTABO, DE|t1aELMZYmfNmxPexCpGG4uxSf2zrV6uFUNM|04afce453bb11be18354ed545aefb67617f4486b18f136b247c45df1f314a2431ed89c95ee0749c2e9b96cd703c4dcded6f6f11088caf32f60c8e3faddd7f62537
167.86.125.238|51167|167.86.124.0/23|DE|ripencc|1993-05-14|CONTABO, DE|t1YSUQ57dY5ePdehM4i1iQiigWi9dE6dRHq|048e8ee19212280c0bc4a1eedfd563d460db95b7be93bebad95a8c4c2aba8b49392b5764c217fc1117e0ce7489941f268bb40bf55af8447609dd5c0ed92717a4ac
167.86.125.47||||||||
167.86.66.106||||||||
167.86.66.61||||||||
167.86.70.44||||||||
167.86.72.5||||||||
167.86.73.197||||||||
167.86.74.60||||||||
167.86.75.81||||||||
167.86.76.38||||||||
167.86.77.151||||||||
167.86.78.228||||||||
167.86.79.63||||||||
167.86.81.125||||||||
167.86.82.117||||||||
167.86.85.103||||||||
167.86.85.11||||||||
167.86.86.104||||||||
167.86.86.20||||||||
167.86.86.3||||||||
167.86.87.166||||||||
167.86.88.56||||||||
167.86.88.75||||||||
167.86.90.145||||||||
167.86.91.37||||||||
167.86.92.105||||||||
167.86.92.171||||||||
167.86.92.188||||||||
167.86.93.108||||||||
167.86.93.137||||||||
167.86.94.249||||||||
167.86.95.102||||||||
167.86.95.178||||||||
167.86.95.226||||||||
167.86.95.233||||||||
167.86.95.35||||||||
167.86.95.36||||||||
167.86.95.37||||||||
167.86.95.38||||||||
167.86.95.39||||||||
167.86.95.40||||||||
167.86.95.41||||||||
167.86.95.52||||||||
167.86.96.157||||||||
167.86.96.207||||||||
167.86.96.78||||||||
167.86.97.60||||||||
167.86.98.222||||||||
167.86.99.108||||||||
167.86.99.92||||||||
167.99.15.56||||||||
167.99.206.244||||||||
168.119.150.70||||||||
168.119.228.117||||||||
169.197.131.212||||||||
169.197.131.228||||||||
172.93.48.193||||||||
172.93.50.129||||||||
172.93.50.50||||||||
172.93.51.145||||||||
172.93.51.187||||||||
172.93.52.219||||||||
172.93.52.43||||||||
172.93.52.45||||||||
172.93.53.55||||||||
172.93.54.15||||||||
172.93.54.219||||||||
172.93.54.223||||||||
172.93.55.226||||||||
172.96.12.136||||||||
172.96.12.149||||||||
172.96.12.151||||||||
172.96.12.155||||||||
172.96.12.163||||||||
172.96.12.171||||||||
172.96.12.172||||||||
173.180.157.201||||||||
173.212.192.3||||||||
173.212.198.141||||||||
173.212.198.42||||||||
173.212.199.128||||||||
173.212.201.140||||||||
173.212.202.225||||||||
173.212.203.119||||||||
173.212.206.240||||||||
173.212.207.174||||||||
173.212.208.74||||||||
173.212.209.159||||||||
173.212.211.175||||||||
173.212.215.78||||||||
173.212.216.180||||||||
173.212.217.189||||||||
173.212.220.101||||||||
173.212.220.36||||||||
173.212.221.236||||||||
173.212.222.167||||||||
173.212.225.34||||||||
173.212.226.31||||||||
173.212.228.16||||||||
173.212.230.38||||||||
173.212.238.11||||||||
173.212.238.120||||||||
173.212.239.43||||||||
173.212.239.50|51167|173.212.224.0/20|DE|ripencc|2009-10-26|CONTABO, DE|t1dDJ2FZjKART4F5FTZZxiyxvM55PQGrnQ1|04a5e35cbdf03ea9b14d203e4df1f6a40880994edf89da0f477effdc4ad7d06a74307b5b4dd496da73752cf577c29be1cc150c2a55bd98395a6533b3bf55126f6b
173.212.241.14||||||||
173.212.242.197||||||||
173.212.244.200||||||||
173.212.244.61||||||||
173.212.247.224||||||||
173.212.248.228|51167|173.212.248.0/22|DE|ripencc|2009-10-26|CONTABO, DE|t1TRUNKQMx1DVzym4d2Ay5E1dudEcHiyk9C|042ebcb3a94fe66b9ded6e456871346d6984502bbadf14ed07644e0eb91f8cc0b1f07632c428e1e6793f372d9c303d680de80ae0499d51095676cabf68599e9591
173.212.251.209||||||||
173.212.251.215||||||||
173.212.251.47||||||||
173.212.252.18||||||||
173.212.254.178||||||||
173.212.254.79||||||||
173.212.254.98||||||||
173.249.11.128||||||||
173.249.12.61||||||||
173.249.13.229||||||||
173.249.14.123||||||||
173.249.16.160||||||||
173.249.16.195||||||||
173.249.16.218||||||||
173.249.16.26||||||||
173.249.17.143||||||||
173.249.18.153||||||||
173.249.19.113||||||||
173.249.19.34||||||||
173.249.21.12||||||||
173.249.21.168||||||||
173.249.21.3||||||||
173.249.22.184||||||||
173.249.22.199||||||||
173.249.23.44||||||||
173.249.24.103||||||||
173.249.24.116||||||||
173.249.25.119||||||||
173.249.25.231||||||||
173.249.25.68||||||||
173.249.26.69||||||||
173.249.27.225||||||||
173.249.32.227||||||||
173.249.33.40||||||||
173.249.34.234||||||||
173.249.35.197||||||||
173.249.43.82||||||||
173.249.50.4||||||||
173.249.50.74||||||||
173.249.52.26||||||||
173.249.53.56||||||||
173.249.6.44||||||||
173.249.60.160||||||||
173.249.60.183||||||||
173.249.60.198||||||||
173.249.7.84||||||||
173.249.8.43||||||||
174.65.60.11||||||||
174.93.123.148||||||||
174.93.19.239||||||||
176.112.144.27||||||||
176.126.47.136||||||||
176.126.47.139||||||||
176.138.94.7||||||||
176.159.153.111||||||||
176.43.34.32||||||||
176.57.184.60||||||||
176.57.189.214||||||||
178.18.240.178||||||||
178.18.240.255||||||||
178.18.241.197||||||||
178.18.241.199||||||||
178.18.241.226||||||||
178.18.241.54||||||||
178.18.242.131||||||||
178.18.242.155||||||||
178.18.242.9||||||||
178.18.243.34||||||||
178.18.244.13||||||||
178.18.247.56||||||||
178.18.248.135||||||||
178.18.249.115|51167|178.18.240.0/20|DE|ripencc|2010-04-27|CONTABO, DE|t1JiJM9P6jCxViXumahRQpHjaJWYqA1uLVT|04dc15e221af0171d6dee4480cb2af283e976ec1d2878bc4d7c9f216cd3d8c8e200bd4f299d761c03f285fdb0c37961957c225a212753536ed26104f8943fec3f1
178.18.249.55||||||||
178.18.250.140||||||||
178.18.250.88||||||||
178.18.250.89||||||||
178.18.251.110||||||||
178.18.251.166||||||||
178.18.252.165||||||||
178.18.252.19||||||||
178.18.252.214||||||||
178.18.252.68||||||||
178.18.253.96||||||||
178.18.255.100||||||||
178.18.255.245||||||||
178.18.255.28||||||||
178.215.69.100||||||||
178.238.230.173||||||||
178.250.246.162||||||||
178.33.138.191||||||||
178.48.158.225||||||||
178.57.217.118||||||||
178.57.217.128||||||||
178.57.217.67|210079|178.57.216.0/23|RU|ripencc|2010-02-02|EUROBYTE Eurobyte LLC, RU|t1gpM4ewPLsiJ2Gu19ww7fYXZrVdxdK8dta|04b8b66d0751836f91f7402496f8e0bfcad2b24b0bdeace75f69813183c505f22ef796b0da800ea56b933c77faec73381c288ce34210fb5cfbaa6bfba842c7ed93
178.62.75.60||||||||
178.63.46.246||||||||
178.63.64.107||||||||
185.14.186.125||||||||
185.157.81.139||||||||
185.159.130.233||||||||
185.169.252.74||||||||
185.181.209.14||||||||
185.181.209.15||||||||
185.181.209.151||||||||
185.181.209.186|205399|185.181.209.0/24|US|ripencc|2016-12-13|HOSTIGGER, US|t1XBxbFRWVQG5fSnxdqQ63du4ebda36sQpH|041077b02173411566bc10a690003f9a121c4220d5ea4a4a103abad7ca36aa2e00bd3b4f16bb722f92b5fc37d71eddecd95be6f71b41dba7eed92142252cfaf2c0
185.181.209.47||||||||
185.181.209.87||||||||
185.181.209.90||||||||
185.182.9.64||||||||
185.185.80.126||||||||
185.185.80.14||||||||
185.185.82.111||||||||
185.185.83.75||||||||
185.187.169.116||||||||
185.187.169.159||||||||
185.188.250.201||||||||
185.188.250.70||||||||
185.188.250.77||||||||
185.190.140.248||||||||
185.190.142.115||||||||
185.190.143.192||||||||
185.190.143.38|51167|185.190.142.0/23|DE|ripencc|2017-02-17|CONTABO, DE|t1c1h5ATaQghxvYiAcViDMjDcLt5FuhdovU|04e8640deba1e86de8b783b06e38bb2fc7d47a959caf52f80ef837b6d575e38b9525fdad70aae41e71ae7a7971888484a37233b5a0d253a10ecaeb19f7d215250d
185.191.228.201|64236|185.191.228.0/23|CA|ripencc|2017-02-27|UNREAL-SERVERS, US|t1b21PfiQJcG86JpRNgF62nCgPQWbgeeArY|042991ee157f2d79672faea4bbbff4aac0c8237d999cfc6b0b973ea23caf8d265205e63f4a8b26bfe446dc7cb1868d344f1bbd48fdea2f7610916d5cf73a0608d9
185.191.228.205||||||||
185.191.228.213||||||||
